Reporting year,Remoteness Area,Sex,Potentially preventable hospitalisation (PPH) category,Potentially preventable hospitalisation (PPH) condition,Population,"PPH per 100,000 people (age-standardised)","PPH per 100,000 people (crude)",Number of PPH,Number of same day PPH,Percentage of PPH that are same day (%),Total PPH bed days,Average length of stay (days)
2016–17,Outer Regional,Males,Chronic PPH,Iron deficiency anaemia,1030037,138,164,"1,693","1,373",81.1,"2,380",1.4
2016–17,Outer Regional,Females,Chronic PPH,Nutritional deficiencies,1011902,4,5,49,n.p,n.p,n.p,n.p
2016–17,Outer Regional,Persons,Chronic PPH,Nutritional deficiencies,2041940,4,5,107,n.p,n.p,n.p,n.p
2016–17,Outer Regional,Males,Chronic PPH,Nutritional deficiencies,1030037,5,6,58,n.p,n.p,n.p,n.p
2016–17,Outer Regional,Females,Chronic PPH,Rheumatic heart disease,1011902,21,23,234,68,29.1,"1,645",7.0
2016–17,Outer Regional,Persons,Chronic PPH,Rheumatic heart disease,2041940,20,22,455,104,22.8,"3,653",8.0
2016–17,Outer Regional,Males,Chronic PPH,Rheumatic heart disease,1030037,19,21,221,36,16.2,"2,008",9.1
2016–17,Outer Regional,Females,Chronic PPH,Total chronic,1011902,"1,365","1,657","16,768","4,907",29.3,"65,928",3.9
2016–17,Outer Regional,Persons,Chronic PPH,Total chronic,2041940,"1,403","1,697","34,646","9,124",26.3,"146,616",4.2
2016–17,Outer Regional,Males,Chronic PPH,Total chronic,1030037,"1,458","1,736","17,878","4,216",23.6,"80,688",4.5
2016–17,Outer Regional,Females,Chronic PPH,Type 1 diabetes complications,1011902,87,80,811,195,24.0,"2,831",3.5
2016–17,Outer Regional,Persons,Chronic PPH,Type 1 diabetes complications,2041940,84,78,"1,585",340,21.5,"5,536",3.5
2016–17,Outer Regional,Males,Chronic PPH,Type 1 diabetes complications,1030037,81,75,774,146,18.8,"2,704",3.5
2016–17,Outer Regional,Females,Chronic PPH,Type 2 diabetes complications,1011902,92,115,"1,164",189,16.3,"7,552",6.5
2016–17,Outer Regional,Persons,Chronic PPH,Type 2 diabetes complications,2041940,128,160,"3,259",626,19.2,"20,737",6.4
2016–17,Outer Regional,Males,Chronic PPH,Type 2 diabetes complications,1030037,165,203,"2,095",437,20.8,"13,186",6.3
2016–17,Outer Regional,Females,Total PPH,Total potentially preventable,1011902,"3,092","3,465","35,064","10,918",31.1,"126,743",3.6
2016–17,Outer Regional,Persons,Total PPH,Total potentially preventable,2041940,"3,109","3,482","71,104","20,899",29.4,"274,719",3.9
2016–17,Outer Regional,Males,Total PPH,Total potentially preventable,1030037,"3,146","3,499","36,040","9,981",27.7,"147,976",4.1
2016–17,Outer Regional,Females,Vaccine preventable PPH,Other vaccine-preventable conditions,1011902,66,67,675,159,23.5,"3,488",5.2
2016–17,Outer Regional,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions,2041940,74,79,"1,603",376,23.5,"9,537",5.9
2016–17,Outer Regional,Males,Vaccine preventable PPH,Other vaccine-preventable conditions,1030037,83,90,928,218,23.4,"6,049",6.5
2016–17,Outer Regional,Females,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),1011902,12,13,127,6,4.4,887,7.0
2016–17,Outer Regional,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),2041940,12,12,255,18,7.0,"1,639",6.4
2016–17,Outer Regional,Males,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),1030037,12,12,127,12,9.5,752,5.9
2016–17,Outer Regional,Females,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),1011902,101,117,"1,184",97,8.2,"7,795",6.6
2016–17,Outer Regional,Persons,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),2041940,104,118,"2,418",175,7.2,"17,118",7.1
2016–17,Outer Regional,Males,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),1030037,108,120,"1,233",78,6.3,"9,322",7.6
2016–17,Outer Regional,Females,Vaccine preventable PPH,Total vaccine preventable,1011902,166,183,"1,853",256,13.8,"11,240",6.1
2016–17,Outer Regional,Persons,Vaccine preventable PPH,Total vaccine preventable,2041940,177,196,"3,998",551,13.8,"26,486",6.6
2016–17,Outer Regional,Males,Vaccine preventable PPH,Total vaccine preventable,1030037,189,208,"2,145",295,13.8,"15,246",7.1
2016–17,Remote,Females,Acute PPH,Cellulitis,141670.4,529,524,743,133,17.9,"2,302",3.1
2016–17,Remote,Persons,Acute PPH,Cellulitis,293771.7,587,581,"1,706",288,16.9,"5,084",3.0
2016–17,Remote,Males,Acute PPH,Cellulitis,152101.2,640,633,963,155,16.1,"2,783",2.9
2016–17,Remote,Females,Acute PPH,Convulsions,141670.4,107,106,150,52,34.8,263,1.8
2016–17,Remote,Persons,Acute PPH,Convulsions,293771.7,120,120,353,123,34.8,598,1.7
2016–17,Remote,Males,Acute PPH,Convulsions,152101.2,132,133,203,71,34.8,335,1.7
2016–17,Remote,Females,Acute PPH,Convulsions and epilepsy,141670.4,257,252,357,104,29.1,722,2.0
2016–17,Remote,Persons,Acute PPH,Convulsions and epilepsy,293771.7,282,280,822,251,30.5,"1,632",2.0
2016–17,Remote,Males,Acute PPH,Convulsions and epilepsy,152101.2,305,306,465,147,31.6,910,2.0
2016–17,Remote,Persons,Acute PPH,Dental conditions,293771.7,357,369,"1,084",880,81.2,"1,341",1.2
2016–17,Remote,Females,Acute PPH,Dental conditions,141670.4,365,378,535,439,82.1,650,1.2
2016–17,Remote,Males,Acute PPH,Dental conditions,152101.2,350,361,549,441,80.2,691,1.3
2016–17,Remote,Females,Acute PPH,"Ear, nose and throat infections",141670.4,389,399,565,209,37.0,834,1.5
2016–17,Remote,Persons,Acute PPH,"Ear, nose and throat infections",293771.7,352,365,"1,072",398,37.1,"1,552",1.4
2016–17,Remote,Males,Acute PPH,"Ear, nose and throat infections",152101.2,318,333,507,189,37.3,718,1.4
2016–17,Remote,Females,Acute PPH,Eclampsia,141670.4,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Remote,Persons,Acute PPH,Eclampsia,293771.7,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Remote,Males,Acute PPH,Eclampsia,152101.2,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Remote,Females,Acute PPH,Epilepsy,141670.4,151,146,207,52,25.0,458,2.2
2016–17,Remote,Persons,Acute PPH,Epilepsy,293771.7,162,160,469,128,27.3,"1,034",2.2
2016–17,Remote,Males,Acute PPH,Epilepsy,152101.2,173,172,262,76,29.1,575,2.2
2016–17,Remote,Females,Acute PPH,Gangrene,141670.4,92,92,130,9,6.5,"1,581",12.2
2016–17,Remote,Persons,Acute PPH,Gangrene,293771.7,129,128,375,35,9.3,"4,269",11.4
2016–17,Remote,Males,Acute PPH,Gangrene,152101.2,164,161,245,27,10.8,"2,688",11.0
2016–17,Remote,Females,Acute PPH,Pelvic inflammatory disease,141670.4,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Remote,Persons,Acute PPH,Pelvic inflammatory disease,293771.7,61,54,160,37,23.4,404,2.5
2016–17,Remote,Males,Acute PPH,Pelvic inflammatory disease,152101.2,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Remote,Females,Acute PPH,Perforated/bleeding ulcer,141670.4,19,18,26,n.p,n.p,n.p,n.p
2016–17,Remote,Persons,Acute PPH,Perforated/bleeding ulcer,293771.7,30,29,85,9,10.9,445,5.2
2016–17,Remote,Males,Acute PPH,Perforated/bleeding ulcer,152101.2,39,39,60,n.p,n.p,n.p,n.p
2016–17,Remote,Females,Acute PPH,Pneumonia (not vaccine-preventable),141670.4,15,15,22,n.p,n.p,n.p,n.p
2016–17,Remote,Persons,Acute PPH,Pneumonia (not vaccine-preventable),293771.7,17,17,51,n.p,n.p,n.p,n.p
2016–17,Remote,Males,Acute PPH,Pneumonia (not vaccine-preventable),152101.2,18,19,29,n.p,n.p,n.p,n.p
2016–17,Remote,Females,Acute PPH,Total acute,141670.4,"2,310","2,298","3,256","1,063",32.6,"8,818",2.7
2016–17,Remote,Persons,Acute PPH,Total acute,293771.7,"2,168","2,162","6,352","2,072",32.6,"18,608",2.9
2016–17,Remote,Males,Acute PPH,Total acute,152101.2,"2,033","2,036","3,096","1,010",32.6,"9,791",3.2
2016–17,Remote,Females,Acute PPH,"Urinary tract infections, including pyelonephritis",141670.4,524,513,727,129,17.8,"2,100",2.9
2016–17,Remote,Persons,Acute PPH,"Urinary tract infections, including pyelonephritis",293771.7,359,346,"1,017",174,17.1,"3,217",3.2
2016–17,Remote,Males,Acute PPH,"Urinary tract infections, including pyelonephritis",152101.2,205,191,290,45,15.4,"1,117",3.9
2016–17,Remote,Females,Acute and vaccine preventable PPH,Total acute and vaccine preventable,141670.4,"2,686","2,683","3,801","1,127",29.7,"12,155",3.2
2016–17,Remote,Persons,Acute and vaccine preventable PPH,Total acute and vaccine preventable,293771.7,"2,521","2,525","7,417","2,211",29.8,"25,174",3.4
2016–17,Remote,Males,Acute and vaccine preventable PPH,Total acute and vaccine preventable,152101.2,"2,366","2,377","3,616","1,084",30.0,"13,019",3.6
2016–17,Remote,Females,Chronic PPH,Angina,141670.4,173,176,250,70,28.2,443,1.8
2016–17,Remote,Persons,Chronic PPH,Angina,293771.7,198,204,600,185,30.8,"1,125",1.9
2016–17,Remote,Males,Chronic PPH,Angina,152101.2,220,230,350,114,32.7,682,1.9
2016–17,Remote,Females,Chronic PPH,Asthma,141670.4,233,235,333,68,20.3,718,2.2
2016–17,Remote,Persons,Chronic PPH,Asthma,293771.7,177,179,526,130,24.7,"1,012",1.9
2016–17,Remote,Males,Chronic PPH,Asthma,152101.2,125,127,193,62,32.3,294,1.5
2016–17,Remote,Females,Chronic PPH,Bronchiectasis,141670.4,47,46,65,13,19.4,285,4.4
2016–17,Remote,Persons,Chronic PPH,Bronchiectasis,293771.7,49,50,146,36,24.8,563,3.8
2016–17,Remote,Males,Chronic PPH,Bronchiectasis,152101.2,52,54,82,24,29.0,278,3.4
2016–17,Remote,Females,Chronic PPH,COPD,141670.4,505,518,734,78,10.6,"2,906",4.0
2016–17,Remote,Persons,Chronic PPH,COPD,293771.7,503,510,"1,499",149,9.9,"6,065",4.0
2016–17,Remote,Males,Chronic PPH,COPD,152101.2,507,503,765,71,9.2,"3,160",4.1
2016–17,Remote,Persons,Chronic PPH,Congestive cardiac failure,293771.7,281,265,778,70,8.9,"4,234",5.4
2016–17,Remote,Females,Chronic PPH,Congestive cardiac failure,141670.4,261,258,365,35,9.6,"2,065",5.7
2016–17,Remote,Males,Chronic PPH,Congestive cardiac failure,152101.2,304,272,414,34,8.3,"2,169",5.2
2016–17,Remote,Females,Chronic PPH,Diabetes complications,141670.4,237,234,331,59,17.9,"1,637",4.9
2016–17,Remote,Persons,Chronic PPH,Diabetes complications,293771.7,288,286,839,166,19.7,"4,510",5.4
2016–17,Remote,Males,Chronic PPH,Diabetes complications,152101.2,338,334,508,107,21.0,"2,873",5.7
2016–17,Remote,Females,Chronic PPH,Hypertension,141670.4,72,71,101,21,20.9,199,2.0
2016–17,Remote,Persons,Chronic PPH,Hypertension,293771.7,57,56,165,41,25.2,338,2.1
2016–17,Remote,Males,Chronic PPH,Hypertension,152101.2,42,42,64,20,31.9,139,2.2
2016–17,Remote,Females,Chronic PPH,Iron deficiency anaemia,141670.4,268,258,365,313,85.6,478,1.3
2016–17,Remote,Persons,Chronic PPH,Iron deficiency anaemia,293771.7,190,185,545,445,81.7,753,1.4
2016–17,Remote,Males,Chronic PPH,Iron deficiency anaemia,152101.2,120,118,180,133,73.9,275,1.5
2016–17,Remote,Females,Chronic PPH,Nutritional deficiencies,141670.4,n.p,n.p,7,n.p,n.p,n.p,n.p
2016–17,Remote,Persons,Chronic PPH,Nutritional deficiencies,293771.7,n.p,n.p,14,n.p,n.p,n.p,n.p
2016–17,Remote,Males,Chronic PPH,Nutritional deficiencies,152101.2,n.p,n.p,7,n.p,n.p,n.p,n.p
2016–17,Remote,Females,Chronic PPH,Rheumatic heart disease,141670.4,62,61,86,19,22.5,545,6.3
2016–17,Remote,Persons,Chronic PPH,Rheumatic heart disease,293771.7,59,57,166,30,18.3,"1,329",8.0
2016–17,Remote,Males,Chronic PPH,Rheumatic heart disease,152101.2,57,53,80,11,13.8,784,9.8
2016–17,Remote,Females,Chronic PPH,Total chronic,141670.4,"1,864","1,861","2,637",676,25.6,"9,387",3.6
2016–17,Remote,Persons,Chronic PPH,Total chronic,293771.7,"1,808","1,797","5,278","1,252",23.7,"20,126",3.8
2016–17,Remote,Males,Chronic PPH,Total chronic,152101.2,"1,771","1,737","2,642",576,21.8,"10,739",4.1
2016–17,Remote,Females,Chronic PPH,Type 1 diabetes complications,141670.4,78,72,102,20,19.4,294,2.9
2016–17,Remote,Persons,Chronic PPH,Type 1 diabetes complications,293771.7,86,78,230,42,18.4,716,3.1
2016–17,Remote,Males,Chronic PPH,Type 1 diabetes complications,152101.2,93,85,129,23,17.6,421,3.3
2016–17,Remote,Females,Chronic PPH,Type 2 diabetes complications,141670.4,155,159,225,38,16.8,"1,324",5.9
2016–17,Remote,Persons,Chronic PPH,Type 2 diabetes complications,293771.7,198,203,597,121,20.2,"3,730",6.2
2016–17,Remote,Males,Chronic PPH,Type 2 diabetes complications,152101.2,241,244,372,83,22.3,"2,406",6.5
2016–17,Remote,Females,Total PPH,Total potentially preventable,141670.4,"4,507","4,500","6,376","1,798",28.2,"21,023",3.3
2016–17,Remote,Persons,Total PPH,Total potentially preventable,293771.7,"4,292","4,283","12,582","3,454",27.5,"44,335",3.5
2016–17,Remote,Males,Total PPH,Total potentially preventable,152101.2,"4,102","4,080","6,206","1,657",26.7,"23,311",3.8
2016–17,Remote,Females,Vaccine preventable PPH,Other vaccine-preventable conditions,141670.4,221,226,320,60,18.8,"1,893",5.9
2016–17,Remote,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions,293771.7,222,230,675,131,19.4,"4,100",6.1
2016–17,Remote,Males,Vaccine preventable PPH,Other vaccine-preventable conditions,152101.2,221,233,354,71,19.9,"2,207",6.2
2016–17,Remote,Females,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),141670.4,31,34,48,n.p,n.p,n.p,n.p
2016–17,Remote,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),293771.7,36,40,116,11,9.2,607,5.2
2016–17,Remote,Males,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),152101.2,41,45,68,n.p,n.p,n.p,n.p
2016–17,Remote,Females,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),141670.4,177,181,256,9,3.3,"1,547",6.0
2016–17,Remote,Persons,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),293771.7,155,155,457,15,3.2,"2,756",6.0
2016–17,Remote,Males,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),152101.2,134,132,200,6,3.0,"1,208",6.0
2016–17,Remote,Females,Vaccine preventable PPH,Total vaccine preventable,141670.4,398,406,575,69,11.9,"3,426",6.0
2016–17,Remote,Persons,Vaccine preventable PPH,Total vaccine preventable,293771.7,374,382,"1,121",145,12.9,"6,759",6.0
2016–17,Remote,Males,Vaccine preventable PPH,Total vaccine preventable,152101.2,351,359,546,76,14.0,"3,334",6.1
2016–17,Very Remote,Females,Acute PPH,Cellulitis,93942.95,983,938,881,120,13.6,"2,600",3.0
2016–17,Very Remote,Males,Acute PPH,Cellulitis,108360.1,960,944,"1,023",102,10.0,"2,899",2.8
2016–17,Very Remote,Persons,Acute PPH,Cellulitis,202303.1,970,941,"1,904",222,11.6,"5,499",2.9
2016–17,Very Remote,Persons,Acute PPH,Convulsions,202303.1,191,193,390,125,32.1,863,2.2
2016–17,Very Remote,Females,Acute PPH,Convulsions,93942.95,144,145,136,46,34.2,316,2.3
2016–17,Very Remote,Males,Acute PPH,Convulsions,108360.1,231,234,254,79,31.0,547,2.2
2016–17,Very Remote,Females,Acute PPH,Convulsions and epilepsy,93942.95,276,281,264,79,29.7,659,2.5
2016–17,Very Remote,Males,Acute PPH,Convulsions and epilepsy,108360.1,486,492,533,148,27.9,"1,313",2.5
2016–17,Very Remote,Persons,Acute PPH,Convulsions and epilepsy,202303.1,391,394,797,227,28.5,"1,972",2.5
2016–17,Very Remote,Persons,Acute PPH,Dental conditions,202303.1,384,416,842,540,64.2,"1,247",1.5
2016–17,Very Remote,Females,Acute PPH,Dental conditions,93942.95,408,459,431,271,63.0,639,1.5
2016–17,Very Remote,Males,Acute PPH,Dental conditions,108360.1,363,380,411,269,65.4,608,1.5
2016–17,Very Remote,Females,Acute PPH,"Ear, nose and throat infections",93942.95,514,553,519,153,29.4,822,1.6
2016–17,Very Remote,Males,Acute PPH,"Ear, nose and throat infections",108360.1,417,445,482,155,32.0,740,1.5
2016–17,Very Remote,Persons,Acute PPH,"Ear, nose and throat infections",202303.1,460,495,"1,002",307,30.7,"1,562",1.6
2016–17,Very Remote,Persons,Acute PPH,Eclampsia,202303.1,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Very Remote,Females,Acute PPH,Eclampsia,93942.95,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Very Remote,Males,Acute PPH,Eclampsia,108360.1,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Very Remote,Females,Acute PPH,Epilepsy,93942.95,132,137,129,32,25.0,342,2.7
2016–17,Very Remote,Males,Acute PPH,Epilepsy,108360.1,255,257,279,70,25.1,766,2.7
2016–17,Very Remote,Persons,Acute PPH,Epilepsy,202303.1,200,201,408,102,25.0,"1,109",2.7
2016–17,Very Remote,Persons,Acute PPH,Gangrene,202303.1,217,201,406,31,7.6,"4,909",12.1
2016–17,Very Remote,Females,Acute PPH,Gangrene,93942.95,243,222,209,9,4.4,"2,764",13.3
2016–17,Very Remote,Males,Acute PPH,Gangrene,108360.1,194,182,197,22,10.9,"2,145",10.9
2016–17,Very Remote,Females,Acute PPH,Pelvic inflammatory disease,93942.95,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Very Remote,Males,Acute PPH,Pelvic inflammatory disease,108360.1,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2016–17,Very Remote,Persons,Acute PPH,Pelvic inflammatory disease,202303.1,101,103,209,33,16.0,610,2.9
2016–17,Very Remote,Persons,Acute PPH,Perforated/bleeding ulcer,202303.1,18,14,27,n.p,n.p,n.p,n.p
2016–17,Very Remote,Females,Acute PPH,Perforated/bleeding ulcer,93942.95,n.p,n.p,7,n.p,n.p,n.p,n.p
2016–17,Very Remote,Males,Acute PPH,Perforated/bleeding ulcer,108360.1,n.p,n.p,20,n.p,n.p,n.p,n.p
2016–17,Very Remote,Females,Acute PPH,Pneumonia (not vaccine-preventable),93942.95,n.p,n.p,13,n.p,n.p,n.p,n.p
2016–17,Very Remote,Males,Acute PPH,Pneumonia (not vaccine-preventable),108360.1,n.p,n.p,17,n.p,n.p,n.p,n.p
2016–17,Very Remote,Persons,Acute PPH,Pneumonia (not vaccine-preventable),202303.1,16,15,30,0,0.2,317,10.6
2016–17,Very Remote,Females,Acute PPH,Total acute,93942.95,"3,496","3,433","3,225",750,23.3,"10,428",3.2
2016–17,Very Remote,Persons,Acute PPH,Total acute,202303.1,"3,057","3,006","6,080","1,469",24.2,"19,093",3.1
2016–17,Very Remote,Males,Acute PPH,Total acute,108360.1,"2,679","2,635","2,856",719,25.2,"8,665",3.0
2016–17,Very Remote,Females,Acute PPH,"Urinary tract infections, including pyelonephritis",93942.95,838,743,698,87,12.5,"2,158",3.1
2016–17,Very Remote,Males,Acute PPH,"Urinary tract infections, including pyelonephritis",108360.1,222,165,179,21,12.0,752,4.2
2016–17,Very Remote,Persons,Acute PPH,"Urinary tract infections, including pyelonephritis",202303.1,508,433,876,109,12.4,"2,910",3.3
2016–17,Very Remote,Females,Acute and vaccine preventable PPH,Total acute and vaccine preventable,93942.95,"4,621","4,478","4,207",904,21.5,"16,537",3.9
2016–17,Very Remote,Persons,Acute and vaccine preventable PPH,Total acute and vaccine preventable,202303.1,"4,009","3,915","7,920","1,759",22.2,"30,270",3.8
2016–17,Very Remote,Males,Acute and vaccine preventable PPH,Total acute and vaccine preventable,108360.1,"3,487","3,426","3,713",855,23.0,"13,733",3.7
2016–17,Very Remote,Females,Chronic PPH,Angina,93942.95,239,196,184,64,34.7,333,1.8
2016–17,Very Remote,Males,Chronic PPH,Angina,108360.1,267,220,238,84,35.3,378,1.6
2016–17,Very Remote,Persons,Chronic PPH,Angina,202303.1,252,209,423,148,35.0,711,1.7
2016–17,Very Remote,Persons,Chronic PPH,Asthma,202303.1,234,231,468,119,25.4,903,1.9
2016–17,Very Remote,Females,Chronic PPH,Asthma,93942.95,366,351,329,77,23.3,668,2.0
2016–17,Very Remote,Males,Chronic PPH,Asthma,108360.1,127,128,139,42,30.5,235,1.7
2016–17,Very Remote,Females,Chronic PPH,Bronchiectasis,93942.95,108,113,106,7,6.2,620,5.9
2016–17,Very Remote,Males,Chronic PPH,Bronchiectasis,108360.1,82,84,91,9,10.0,486,5.4
2016–17,Very Remote,Persons,Chronic PPH,Bronchiectasis,202303.1,95,97,196,16,8.0,"1,106",5.6
2016–17,Very Remote,Persons,Chronic PPH,COPD,202303.1,807,617,"1,247",126,10.1,"4,813",3.9
2016–17,Very Remote,Females,Chronic PPH,COPD,93942.95,818,641,602,61,10.0,"2,210",3.7
2016–17,Very Remote,Males,Chronic PPH,COPD,108360.1,804,595,645,65,10.1,"2,602",4.0
2016–17,Very Remote,Females,Chronic PPH,Congestive cardiac failure,93942.95,410,314,295,30,10.3,"1,675",5.7
2016–17,Very Remote,Males,Chronic PPH,Congestive cardiac failure,108360.1,444,329,356,47,13.2,"1,843",5.2
2016–17,Very Remote,Persons,Chronic PPH,Congestive cardiac failure,202303.1,429,322,651,77,11.9,"3,518",5.4
2016–17,Very Remote,Persons,Chronic PPH,Diabetes complications,202303.1,448,407,824,114,13.8,"5,747",7.0
2016–17,Very Remote,Females,Chronic PPH,Diabetes complications,93942.95,469,432,406,57,14.1,"2,527",6.2
2016–17,Very Remote,Males,Chronic PPH,Diabetes complications,108360.1,432,385,418,56,13.5,"3,220",7.7
2016–17,Very Remote,Females,Chronic PPH,Hypertension,93942.95,128,100,93,24,26.1,191,2.0
2016–17,Very Remote,Males,Chronic PPH,Hypertension,108360.1,48,45,49,7,14.3,118,2.4
2016–17,Very Remote,Persons,Chronic PPH,Hypertension,202303.1,85,70,142,31,22.1,309,2.2
2016–17,Very Remote,Persons,Chronic PPH,Iron deficiency anaemia,202303.1,162,140,283,202,71.1,463,1.6
2016–17,Very Remote,Females,Chronic PPH,Iron deficiency anaemia,93942.95,244,212,199,145,72.8,305,1.5
2016–17,Very Remote,Males,Chronic PPH,Iron deficiency anaemia,108360.1,93,78,85,57,67.1,158,1.9
2016–17,Very Remote,Females,Chronic PPH,Nutritional deficiencies,93942.95,n.p,n.p,10,n.p,n.p,n.p,n.p
2016–17,Very Remote,Males,Chronic PPH,Nutritional deficiencies,108360.1,n.p,n.p,11,n.p,n.p,n.p,n.p
2016–17,Very Remote,Persons,Chronic PPH,Nutritional deficiencies,202303.1,14,11,21,0,0.0,295,13.8
2016–17,Very Remote,Persons,Chronic PPH,Rheumatic heart disease,202303.1,172,175,354,62,17.4,"2,324",6.6
2016–17,Very Remote,Females,Chronic PPH,Rheumatic heart disease,93942.95,196,202,190,36,19.1,"1,316",6.9
2016–17,Very Remote,Males,Chronic PPH,Rheumatic heart disease,108360.1,152,151,164,25,15.4,"1,008",6.1
2016–17,Very Remote,Females,Chronic PPH,Total chronic,93942.95,"2,992","2,570","2,414",501,20.7,"9,998",4.1
2016–17,Very Remote,Males,Chronic PPH,Total chronic,108360.1,"2,462","2,026","2,195",393,17.9,"10,177",4.6
2016–17,Very Remote,Persons,Chronic PPH,Total chronic,202303.1,"2,695","2,278","4,609",894,19.4,"20,174",4.4
2016–17,Very Remote,Persons,Chronic PPH,Type 1 diabetes complications,202303.1,58,60,122,23,18.8,417,3.4
2016–17,Very Remote,Females,Chronic PPH,Type 1 diabetes complications,93942.95,77,81,76,12,16.3,221,2.9
2016–17,Very Remote,Males,Chronic PPH,Type 1 diabetes complications,108360.1,42,42,45,10,22.9,196,4.3
2016–17,Very Remote,Females,Chronic PPH,Type 2 diabetes complications,93942.95,384,344,323,41,12.7,"2,290",7.1
2016–17,Very Remote,Males,Chronic PPH,Type 2 diabetes complications,108360.1,385,340,368,44,12.0,"3,015",8.2
2016–17,Very Remote,Persons,Chronic PPH,Type 2 diabetes complications,202303.1,384,342,691,85,12.3,"5,306",7.7
2016–17,Very Remote,Persons,Total PPH,Total potentially preventable,202303.1,"6,597","6,095","12,330","2,620",21.3,"48,991",4.0
2016–17,Very Remote,Females,Total PPH,Total potentially preventable,93942.95,"7,501","6,949","6,528","1,393",21.3,"25,838",4.0
2016–17,Very Remote,Males,Total PPH,Total potentially preventable,108360.1,"5,846","5,354","5,802","1,227",21.1,"23,153",4.0
2016–17,Very Remote,Females,Vaccine preventable PPH,Other vaccine-preventable conditions,93942.95,847,801,753,138,18.4,"4,839",6.4
2016–17,Very Remote,Males,Vaccine preventable PPH,Other vaccine-preventable conditions,108360.1,641,632,685,139,20.3,"3,933",5.7
2016–17,Very Remote,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions,202303.1,735,710,"1,437",278,19.3,"8,772",6.1
2016–17,Very Remote,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),202303.1,68,77,155,8,5.4,701,4.5
2016–17,Very Remote,Females,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),93942.95,67,78,73,n.p,n.p,n.p,n.p
2016–17,Very Remote,Males,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),108360.1,70,76,82,n.p,n.p,n.p,n.p
2016–17,Very Remote,Females,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),93942.95,369,325,305,23,7.4,"1,796",5.9
2016–17,Very Remote,Males,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),108360.1,242,233,252,12,4.9,"1,489",5.9
2016–17,Very Remote,Persons,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),202303.1,300,276,558,35,6.3,"3,285",5.9
2016–17,Very Remote,Persons,Vaccine preventable PPH,Total vaccine preventable,202303.1,"1,023",975,"1,973",313,15.8,"11,879",6.0
2016–17,Very Remote,Females,Vaccine preventable PPH,Total vaccine preventable,93942.95,"1,202","1,115","1,048",161,15.4,"6,532",6.2
2016–17,Very Remote,Males,Vaccine preventable PPH,Total vaccine preventable,108360.1,873,854,925,151,16.4,"5,347",5.8
2017–18,Inner Regional,Males,Acute PPH,Cellulitis,2173584,321,361,"7,838","1,061",13.5,"33,027",4.2
2017–18,Inner Regional,Females,Acute PPH,Cellulitis,2217018,229,279,"6,183",725,11.7,"28,158",4.6
2017–18,Inner Regional,Persons,Acute PPH,Cellulitis,4390602,274,319,"14,021","1,785",12.7,"61,185",4.4
2017–18,Inner Regional,Females,Acute PPH,Convulsions,2217018,75,75,"1,665",524,31.5,"3,879",2.3
2017–18,Inner Regional,Males,Acute PPH,Convulsions,2173584,91,93,"2,020",629,31.1,"4,475",2.2
2017–18,Inner Regional,Persons,Acute PPH,Convulsions,4390602,82,84,"3,685","1,153",31.3,"8,355",2.3
2017–18,Inner Regional,Persons,Acute PPH,Convulsions and epilepsy,4390602,175,173,"7,602","2,224",29.3,"20,171",2.7
2017–18,Inner Regional,Males,Acute PPH,Convulsions and epilepsy,2173584,193,192,"4,165","1,244",29.9,"10,693",2.6
